age,sex,city,education_status,sds,relation,relatives
0,2.0,1,0,"[0, 1, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
27,1.0,1,0,"[0, 0, 0]",0.0,2
26,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,0,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,2,3,"[1, 0, 0]",0.0,0
33,2.0,1,0,"[0, 0, 0]",0.0,0
22,2.0,2,0,"[0, 1, 0]",0.0,0
28,2.0,104,0,"[0, 0, 0]",0.0,3
37,1.0,2,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,0,0,"[0, 0, 0]",0.0,0
20,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 1, 0]",0.0,4
20,2.0,1,0,"[0, 1, 0]",2.0,0
25,1.0,104,0,"[0, 1, 0]",0.0,0
18,1.0,1,0,"[0, 1, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
22,2.0,2,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 1, 0]",0.0,0
0,1.0,0,0,"[0, 1, 0]",0.0,0
0,2.0,1,0,"[0, 1, 0]",0.0,0
0,1.0,282,0,"[0, 0, 0]",0.0,0
21,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
31,1.0,1,0,"[0, 0, 0]",0.0,0
14,1.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,1
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",6.0,0
31,2.0,104,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
110,1.0,2,0,"[0, 0, 1]",0.0,0
20,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
22,2.0,158,0,"[0, 0, 0]",7.0,2
25,1.0,2,0,"[0, 0, 0]",0.0,0
23,2.0,1,0,"[0, 0, 0]",0.0,0
20,2.0,2,0,"[0, 0, 0]",0.0,0
25,1.0,2,1,"[1, 0, 0]",1.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 1, 0]",0.0,0
23,2.0,2,0,"[0, 0, 0]",0.0,2
19,1.0,2,0,"[0, 0, 0]",0.0,4
19,1.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
22,1.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 1, 0]",1.0,0
21,2.0,1,0,"[0, 1, 0]",0.0,0
0,1.0,1,0,"[0, 1, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
29,1.0,132,0,"[0, 1, 0]",0.0,0
0,1.0,1,1,"[0, 0, 0]",0.0,2
20,2.0,1,1,"[1, 0, 0]",0.0,4
30,1.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
33,1.0,1,1,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
21,1.0,1,1,"[1, 0, 0]",0.0,2
0,1.0,104,0,"[0, 0, 0]",0.0,0
22,1.0,1,3,"[1, 1, 0]",0.0,5
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 1, 0]",0.0,0
0,1.0,3193,0,"[0, 1, 0]",7.0,1
22,1.0,1,1,"[1, 0, 0]",2.0,1
0,1.0,2,0,"[0, 0, 0]",0.0,0
18,2.0,2,0,"[0, 0, 0]",0.0,7
30,1.0,1,0,"[0, 0, 0]",0.0,3
0,1.0,1,0,"[0, 1, 0]",0.0,0
0,1.0,2,0,"[0, 1, 0]",0.0,0
52,1.0,1,0,"[0, 0, 0]",0.0,0
23,1.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,2,1,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
26,1.0,0,0,"[0, 0, 0]",0.0,0
0,1.0,1,3,"[0, 1, 0]",0.0,1
0,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
22,1.0,2,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
99,2.0,1,0,"[0, 0, 1]",0.0,0
59,1.0,2,0,"[0, 0, 0]",1.0,0
26,1.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
20,2.0,104,0,"[0, 0, 0]",8.0,0
17,2.0,1,0,"[0, 0, 0]",0.0,3
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,1
0,1.0,2,0,"[0, 1, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",5.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,5
0,2.0,1,0,"[0, 1, 0]",0.0,0
18,1.0,2,0,"[0, 1, 0]",0.0,2
24,2.0,1,1,"[0, 1, 0]",2.0,1
26,1.0,1,0,"[0, 1, 0]",0.0,0
49,2.0,2,0,"[0, 1, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
21,2.0,2,0,"[0, 0, 0]",7.0,6
21,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
19,1.0,2,0,"[0, 0, 0]",0.0,0
0,2.0,2,4,"[0, 1, 0]",0.0,1
0,1.0,2,0,"[0, 1, 0]",0.0,1
0,1.0,2,0,"[0, 0, 0]",0.0,0
23,2.0,2,0,"[0, 0, 0]",7.0,0
0,2.0,1,0,"[0, 1, 0]",0.0,0
20,1.0,2,0,"[0, 0, 0]",0.0,1
0,1.0,1,0,"[0, 0, 0]",0.0,0
19,1.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,1,3,"[0, 1, 0]",4.0,0
20,1.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
18,1.0,2,0,"[0, 0, 0]",0.0,0
31,2.0,2,0,"[0, 1, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
21,1.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
18,1.0,2,0,"[0, 0, 0]",0.0,1
0,1.0,104,0,"[0, 1, 0]",0.0,0
20,1.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,2,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
20,1.0,1,0,"[0, 0, 0]",1.0,1
102,2.0,144,0,"[0, 0, 1]",0.0,0
0,1.0,1,3,"[1, 0, 0]",1.0,0
31,1.0,110,0,"[0, 1, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,1
0,2.0,2,0,"[0, 1, 0]",0.0,0
21,1.0,0,0,"[0, 0, 0]",0.0,0
0,1.0,104,0,"[0, 0, 0]",0.0,0
0,2.0,104,0,"[0, 1, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
24,1.0,144,0,"[0, 0, 0]",0.0,2
0,1.0,116,0,"[0, 1, 0]",0.0,0
18,1.0,1,0,"[0, 0, 0]",1.0,1
21,2.0,106,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 1, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,6
24,1.0,1,0,"[0, 0, 0]",1.0,0
0,1.0,144,0,"[0, 0, 0]",1.0,4
0,1.0,0,0,"[0, 0, 0]",0.0,0
0,1.0,94,0,"[0, 0, 0]",0.0,0
21,2.0,1,3,"[1, 0, 0]",0.0,0
0,2.0,2,0,"[0, 1, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
22,1.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,69,0,"[0, 1, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,2,0,"[0, 0, 0]",0.0,0
44,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 1, 0]",0.0,0
25,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
21,1.0,1,1,"[1, 0, 0]",0.0,2
0,1.0,0,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,0,0,"[0, 0, 0]",0.0,2
0,2.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,1277,0,"[0, 0, 0]",6.0,2
22,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,144,0,"[0, 0, 0]",0.0,0
22,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1036,0,"[0, 0, 0]",0.0,0
56,1.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
22,1.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
22,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
21,1.0,1,1,"[1, 0, 0]",1.0,1
22,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
30,1.0,1,0,"[0, 0, 0]",4.0,1
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
27,2.0,144,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
21,1.0,1,0,"[0, 0, 0]",2.0,2
0,1.0,1,0,"[0, 0, 0]",0.0,0
23,1.0,2,0,"[0, 1, 0]",0.0,0
30,1.0,1,0,"[0, 0, 0]",4.0,2
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,288,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
20,1.0,2,0,"[0, 0, 0]",0.0,0
0,2.0,0,0,"[0, 0, 0]",0.0,0
0,2.0,2,0,"[0, 0, 0]",0.0,3
0,1.0,2,0,"[0, 0, 0]",0.0,0
31,1.0,2,0,"[0, 0, 0]",0.0,0
32,2.0,94,0,"[0, 0, 0]",1.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,6
0,2.0,2,0,"[0, 0, 0]",0.0,0
0,2.0,144,0,"[0, 0, 0]",0.0,1
19,1.0,2,0,"[0, 0, 0]",0.0,1
29,1.0,2,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
21,1.0,2,0,"[0, 0, 0]",0.0,4
16,2.0,1,0,"[0, 1, 0]",0.0,0
22,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 1, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,2.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
31,1.0,2,0,"[0, 0, 0]",0.0,0
22,2.0,2,0,"[0, 0, 0]",0.0,0
21,1.0,2,0,"[0, 0, 0]",0.0,0
21,1.0,2,0,"[0, 0, 0]",0.0,0
23,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
35,1.0,2,0,"[0, 1, 0]",0.0,5
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,2,3,"[0, 0, 0]",4.0,0
0,1.0,2117,0,"[0, 0, 0]",4.0,4
0,2.0,1,0,"[0, 0, 0]",0.0,0
21,1.0,2,0,"[0, 1, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",4.0,1
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,1
20,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,0,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
21,2.0,2,0,"[0, 0, 0]",0.0,0
25,2.0,2,0,"[0, 0, 0]",0.0,0
19,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
24,1.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
20,1.0,1,0,"[0, 1, 0]",4.0,5
0,1.0,112,0,"[0, 1, 0]",0.0,2
0,1.0,1,0,"[0, 0, 0]",5.0,3
0,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
21,1.0,2,0,"[0, 0, 0]",0.0,0
19,1.0,1,0,"[0, 1, 0]",0.0,4
0,2.0,2,1,"[1, 0, 0]",0.0,1
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 1, 0]",0.0,1
0,2.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
19,2.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,144,0,"[0, 0, 0]",4.0,2
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
19,2.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
22,1.0,1,1,"[1, 1, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,1
0,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,0,0,"[0, 0, 0]",0.0,0
21,1.0,1,0,"[0, 0, 0]",0.0,0
22,2.0,0,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
24,2.0,2,0,"[0, 0, 0]",0.0,0
22,2.0,314,0,"[0, 1, 0]",0.0,0
19,1.0,0,0,"[0, 1, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
56,1.0,1,0,"[0, 0, 0]",0.0,0
112,1.0,2,0,"[0, 0, 1]",0.0,0
20,1.0,2,0,"[0, 0, 0]",0.0,0
19,2.0,2,0,"[0, 1, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,104,0,"[0, 0, 0]",0.0,0
30,1.0,6799,0,"[0, 1, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
64,1.0,1,0,"[0, 0, 1]",0.0,0
0,1.0,2,0,"[0, 1, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,2.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,0,0,"[0, 0, 0]",0.0,0
26,2.0,1,0,"[1, 0, 0]",0.0,1
21,1.0,2,0,"[0, 0, 0]",0.0,1
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,2.0,2,0,"[0, 0, 0]",0.0,0
0,2.0,0,0,"[0, 0, 0]",0.0,5
20,1.0,2,0,"[0, 0, 0]",0.0,0
20,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",7.0,0
26,2.0,169,0,"[0, 0, 0]",0.0,0
22,1.0,1,0,"[0, 0, 0]",0.0,0
22,2.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,2,0,"[0, 0, 0]",0.0,0
19,1.0,2,1,"[1, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
20,2.0,1,0,"[0, 1, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
23,1.0,1,0,"[0, 0, 0]",0.0,0
20,1.0,2,0,"[0, 0, 0]",1.0,1
22,2.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
24,2.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 1, 0]",0.0,1
0,1.0,1,0,"[0, 0, 0]",7.0,6
20,2.0,2,0,"[0, 0, 0]",0.0,0
21,2.0,2,0,"[0, 1, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,1
26,1.0,144,0,"[0, 1, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,1
25,1.0,552,3,"[1, 0, 0]",0.0,8
0,1.0,1,0,"[0, 0, 0]",0.0,0
21,1.0,104,1,"[1, 0, 0]",4.0,1
0,2.0,94,0,"[0, 1, 0]",0.0,0
20,1.0,1,0,"[0, 1, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,2,0,"[0, 0, 0]",0.0,0
23,1.0,1,3,"[1, 1, 0]",7.0,0
23,1.0,1,0,"[0, 0, 0]",0.0,0
19,1.0,1,0,"[0, 0, 0]",0.0,0
28,2.0,2,0,"[0, 0, 0]",4.0,1
0,2.0,270,0,"[0, 0, 0]",7.0,3
48,2.0,1,0,"[1, 1, 0]",4.0,0
0,1.0,119,0,"[0, 0, 0]",0.0,1
19,1.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,1,1,"[1, 0, 0]",0.0,5
22,1.0,94,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
26,1.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",4.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
21,1.0,2,0,"[0, 0, 0]",0.0,0
19,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 1, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 1, 0]",0.0,0
0,1.0,0,3,"[0, 0, 0]",0.0,1
21,2.0,1,0,"[0, 1, 0]",1.0,3
28,2.0,1,0,"[0, 1, 0]",0.0,0
19,1.0,1,1,"[1, 0, 0]",1.0,4
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,1
0,1.0,1,0,"[0, 1, 0]",0.0,0
0,2.0,144,1,"[1, 0, 0]",0.0,3
0,2.0,104,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
21,2.0,1,0,"[0, 1, 0]",7.0,1
0,2.0,2,0,"[0, 0, 0]",0.0,0
0,2.0,807,0,"[0, 1, 0]",0.0,0
0,1.0,2,0,"[0, 1, 0]",0.0,3
21,2.0,2,0,"[0, 0, 0]",0.0,0
27,1.0,144,0,"[0, 1, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
19,1.0,1,0,"[0, 0, 0]",7.0,0
26,1.0,1,3,"[1, 1, 0]",0.0,12
0,1.0,1,0,"[0, 0, 0]",0.0,0
16,1.0,1,0,"[0, 0, 0]",0.0,1
0,2.0,1,0,"[0, 0, 0]",0.0,0
22,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,73,0,"[0, 1, 0]",4.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,2
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,1957236,0,"[0, 1, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,0,0,"[0, 1, 0]",0.0,0
27,2.0,2,0,"[0, 0, 0]",0.0,0
22,1.0,2,0,"[0, 0, 0]",0.0,0
20,1.0,1,0,"[0, 1, 0]",0.0,0
22,2.0,1,0,"[0, 1, 0]",0.0,0
17,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
19,2.0,119,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",1.0,0
57,2.0,2,3,"[0, 0, 0]",1.0,1
0,1.0,2,0,"[0, 0, 0]",0.0,0
19,1.0,104,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
20,2.0,1,0,"[0, 0, 0]",0.0,3
0,2.0,1,1,"[1, 0, 0]",0.0,1
20,1.0,144,0,"[0, 1, 0]",0.0,0
22,1.0,144,1,"[1, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
25,1.0,1,3,"[1, 1, 0]",4.0,1
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
20,1.0,1,0,"[0, 1, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
33,1.0,2204640,0,"[0, 0, 0]",4.0,5
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 1, 0]",0.0,1
34,1.0,2,0,"[0, 1, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
28,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,2.0,0,0,"[0, 0, 0]",0.0,0
24,1.0,1,0,"[0, 1, 0]",1.0,2
0,1.0,1,0,"[0, 0, 0]",0.0,0
20,1.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,1,1,"[1, 0, 0]",0.0,1
36,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
21,2.0,2,0,"[0, 0, 0]",0.0,0
30,2.0,1,0,"[0, 0, 0]",0.0,0
22,1.0,1,0,"[0, 0, 0]",0.0,0
19,1.0,1,0,"[0, 0, 0]",0.0,0
22,2.0,1,0,"[0, 1, 0]",0.0,0
0,1.0,35,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
21,1.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,2,0,"[0, 1, 0]",0.0,0
0,2.0,2,0,"[0, 1, 0]",0.0,0
0,1.0,104,0,"[0, 0, 0]",0.0,0
29,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,122,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,1,"[1, 0, 0]",0.0,0
20,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",7.0,0
0,1.0,1,0,"[0, 0, 0]",4.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
19,1.0,1,0,"[0, 1, 0]",0.0,0
0,1.0,1,0,"[0, 1, 0]",0.0,0
0,2.0,2,0,"[0, 1, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
33,1.0,243,0,"[0, 0, 0]",0.0,0
17,1.0,2,0,"[0, 0, 0]",0.0,0
23,1.0,1,0,"[0, 1, 0]",0.0,0
20,1.0,1,0,"[0, 0, 0]",1.0,2
36,1.0,2,0,"[0, 0, 0]",0.0,1
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
32,2.0,1,0,"[0, 1, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",6.0,2
0,1.0,2,0,"[0, 0, 0]",0.0,0
21,1.0,1,1,"[1, 0, 0]",0.0,3
0,2.0,1,0,"[0, 0, 0]",0.0,2
22,1.0,1,0,"[0, 0, 0]",0.0,0
22,1.0,1,0,"[0, 0, 0]",0.0,1
20,1.0,2,0,"[0, 0, 0]",0.0,0
30,1.0,1,0,"[0, 0, 0]",1.0,0
25,1.0,2,0,"[0, 0, 0]",0.0,4
0,1.0,1,0,"[0, 1, 0]",0.0,0
25,1.0,144,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,1,1,"[1, 0, 0]",0.0,0
0,1.0,1,0,"[0, 1, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
22,1.0,144,0,"[0, 0, 0]",0.0,0
24,1.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
23,1.0,2,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
31,1.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,104,0,"[0, 1, 0]",0.0,0
20,1.0,0,0,"[0, 0, 0]",0.0,0
0,1.0,0,0,"[0, 0, 0]",6.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
22,1.0,2,0,"[0, 0, 0]",0.0,0
22,2.0,1,0,"[0, 0, 0]",1.0,0
24,1.0,2,0,"[0, 1, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
22,2.0,1,0,"[0, 0, 0]",0.0,0
0,2.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,1,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
0,2.0,2,0,"[0, 0, 0]",0.0,0
0,1.0,2,0,"[0, 0, 0]",0.0,0
20,2.0,1,0,"[0, 0, 0]",0.0,0
